candidate_id,ticker,company_name,likely_outcome_year,merger_8k_query,proxy_query,background_section_needed,prior_process_signal_query,deal_terms_needed,price_window_needed,recommended_status,next_best_action,notes
RHC-0011-ACQUIRED-CLCD,CLCD,"CoLucid Pharmaceuticals, Inc.",2017,https://efts.sec.gov/LATEST/search-index?q=CLCD+%22CoLucid+Pharmaceuticals%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2017-01-01&enddt=2017-12-31,https://efts.sec.gov/LATEST/search-index?q=CLCD+%22CoLucid+Pharmaceuticals%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22premium%22&forms=DEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2017-01-01&enddt=2017-12-31,TRUE,https://efts.sec.gov/LATEST/search-index?q=CLCD+%22CoLucid+Pharmaceuticals%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22prior+outreach%22+OR+%22competing+bids%22+OR+%22Item+4%22+OR+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-Q%2C10-K%2CSC+13D%2CSC+13D%2FA%2CDEFM14A%2CDEF+14A&dateRange=custom&startdt=2015-01-01&enddt=2017-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|premium_if_available|consideration_type,TRUE,NEEDS_MANUAL_RESEARCH,"Check EDGAR manually for tender-offer, 6-K, proxy, or foreign-issuer transaction filings before extracting fields.",Tender-offer path may require SC TO-T/SC TO-I plus Schedule 14D-9 rather than a standard merger proxy.
RHC-0012-ACQUIRED-DMTX,DMTX,"Dimension Therapeutics, Inc.",2017,https://efts.sec.gov/LATEST/search-index?q=DMTX+%22Dimension+Therapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2017-01-01&enddt=2017-12-31,https://efts.sec.gov/LATEST/search-index?q=DMTX+%22Dimension+Therapeutics%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22premium%22&forms=DEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2017-01-01&enddt=2017-12-31,TRUE,https://efts.sec.gov/LATEST/search-index?q=DMTX+%22Dimension+Therapeutics%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22prior+outreach%22+OR+%22competing+bids%22+OR+%22Item+4%22+OR+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-Q%2C10-K%2CSC+13D%2CSC+13D%2FA%2CDEFM14A%2CDEF+14A&dateRange=custom&startdt=2015-01-01&enddt=2017-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|premium_if_available|consideration_type,TRUE,NEEDS_MANUAL_RESEARCH,"Check EDGAR manually for tender-offer, 6-K, proxy, or foreign-issuer transaction filings before extracting fields.",Tender-offer path may require SC TO-T/SC TO-I plus Schedule 14D-9 rather than a standard merger proxy.
RHC-0013-ACQUIRED-KITE,KITE,"Kite Pharma, Inc.",2017,https://efts.sec.gov/LATEST/search-index?q=KITE+%22Kite+Pharma%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2017-01-01&enddt=2017-12-31,https://efts.sec.gov/LATEST/search-index?q=KITE+%22Kite+Pharma%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22premium%22&forms=DEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2017-01-01&enddt=2017-12-31,TRUE,https://efts.sec.gov/LATEST/search-index?q=KITE+%22Kite+Pharma%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22prior+outreach%22+OR+%22competing+bids%22+OR+%22Item+4%22+OR+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-Q%2C10-K%2CSC+13D%2CSC+13D%2FA%2CDEFM14A%2CDEF+14A&dateRange=custom&startdt=2015-01-01&enddt=2017-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|premium_if_available|consideration_type,TRUE,PARTIAL_READY,"Open merger 8-K first, extract acquirer and consideration, then confirm proxy background section.",Candidate only. Outcome and prior process evidence require primary-source verification.
RHC-0014-ACQUIRED-AVXS,AVXS,"AveXis, Inc.",2018,https://efts.sec.gov/LATEST/search-index?q=AVXS+%22AveXis%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,https://efts.sec.gov/LATEST/search-index?q=AVXS+%22AveXis%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22premium%22&forms=DEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,TRUE,https://efts.sec.gov/LATEST/search-index?q=AVXS+%22AveXis%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22prior+outreach%22+OR+%22competing+bids%22+OR+%22Item+4%22+OR+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-Q%2C10-K%2CSC+13D%2CSC+13D%2FA%2CDEFM14A%2CDEF+14A&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|premium_if_available|consideration_type,TRUE,NEEDS_MANUAL_RESEARCH,"Check EDGAR manually for tender-offer, 6-K, proxy, or foreign-issuer transaction filings before extracting fields.",Tender-offer path may require SC TO-T/SC TO-I plus Schedule 14D-9 rather than a standard merger proxy.
RHC-0015-ACQUIRED-BIVV,BIVV,Bioverativ Inc.,2018,https://efts.sec.gov/LATEST/search-index?q=BIVV+%22Bioverativ+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,https://efts.sec.gov/LATEST/search-index?q=BIVV+%22Bioverativ+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22premium%22&forms=DEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,TRUE,https://efts.sec.gov/LATEST/search-index?q=BIVV+%22Bioverativ+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22prior+outreach%22+OR+%22competing+bids%22+OR+%22Item+4%22+OR+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-Q%2C10-K%2CSC+13D%2CSC+13D%2FA%2CDEFM14A%2CDEF+14A&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|premium_if_available|consideration_type,TRUE,PARTIAL_READY,"Open merger 8-K first, extract acquirer and consideration, then confirm proxy background section.",Candidate only. Outcome and prior process evidence require primary-source verification.
RHC-0016-ACQUIRED-CASC,CASC,"Cascadian Therapeutics, Inc.",2018,https://efts.sec.gov/LATEST/search-index?q=CASC+%22Cascadian+Therapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,https://efts.sec.gov/LATEST/search-index?q=CASC+%22Cascadian+Therapeutics%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22premium%22&forms=DEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,TRUE,https://efts.sec.gov/LATEST/search-index?q=CASC+%22Cascadian+Therapeutics%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22prior+outreach%22+OR+%22competing+bids%22+OR+%22Item+4%22+OR+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-Q%2C10-K%2CSC+13D%2CSC+13D%2FA%2CDEFM14A%2CDEF+14A&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|premium_if_available|consideration_type,TRUE,NEEDS_MANUAL_RESEARCH,"Check EDGAR manually for tender-offer, 6-K, proxy, or foreign-issuer transaction filings before extracting fields.",Tender-offer path may require SC TO-T/SC TO-I plus Schedule 14D-9 rather than a standard merger proxy.
RHC-0017-ACQUIRED-JUNO,JUNO,"Juno Therapeutics, Inc.",2018,https://efts.sec.gov/LATEST/search-index?q=JUNO+%22Juno+Therapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,https://efts.sec.gov/LATEST/search-index?q=JUNO+%22Juno+Therapeutics%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22premium%22&forms=DEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,TRUE,https://efts.sec.gov/LATEST/search-index?q=JUNO+%22Juno+Therapeutics%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22prior+outreach%22+OR+%22competing+bids%22+OR+%22Item+4%22+OR+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-Q%2C10-K%2CSC+13D%2CSC+13D%2FA%2CDEFM14A%2CDEF+14A&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|premium_if_available|consideration_type,TRUE,PARTIAL_READY,"Open merger 8-K first, extract acquirer and consideration, then confirm proxy background section.",Candidate only. Outcome and prior process evidence require primary-source verification.
RHC-0018-ACQUIRED-RXDX,RXDX,"Ignyta, Inc.",2018,https://efts.sec.gov/LATEST/search-index?q=RXDX+%22Ignyta%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,https://efts.sec.gov/LATEST/search-index?q=RXDX+%22Ignyta%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22premium%22&forms=DEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,TRUE,https://efts.sec.gov/LATEST/search-index?q=RXDX+%22Ignyta%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22prior+outreach%22+OR+%22competing+bids%22+OR+%22Item+4%22+OR+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-Q%2C10-K%2CSC+13D%2CSC+13D%2FA%2CDEFM14A%2CDEF+14A&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|premium_if_available|consideration_type,TRUE,NEEDS_MANUAL_RESEARCH,"Check EDGAR manually for tender-offer, 6-K, proxy, or foreign-issuer transaction filings before extracting fields.",Tender-offer path may require SC TO-T/SC TO-I plus Schedule 14D-9 rather than a standard merger proxy.
RHC-0019-ACQUIRED-ALDR,ALDR,Alder BioPharmaceuticals,2019,https://efts.sec.gov/LATEST/search-index?q=ALDR+%22Alder+BioPharmaceuticals%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,https://efts.sec.gov/LATEST/search-index?q=ALDR+%22Alder+BioPharmaceuticals%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22premium%22&forms=DEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,TRUE,https://efts.sec.gov/LATEST/search-index?q=ALDR+%22Alder+BioPharmaceuticals%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22prior+outreach%22+OR+%22competing+bids%22+OR+%22Item+4%22+OR+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-Q%2C10-K%2CSC+13D%2CSC+13D%2FA%2CDEFM14A%2CDEF+14A&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|premium_if_available|consideration_type,TRUE,PARTIAL_READY,"Open merger 8-K first, extract acquirer and consideration, then confirm proxy background section.",At upper limit of target range. Confirm exact mcap at time.
RHC-0020-ACQUIRED-ARRY,ARRY,Array BioPharma Inc.,2019,https://efts.sec.gov/LATEST/search-index?q=ARRY+%22Array+BioPharma+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,https://efts.sec.gov/LATEST/search-index?q=ARRY+%22Array+BioPharma+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22premium%22&forms=DEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,TRUE,https://efts.sec.gov/LATEST/search-index?q=ARRY+%22Array+BioPharma+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22prior+outreach%22+OR+%22competing+bids%22+OR+%22Item+4%22+OR+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-Q%2C10-K%2CSC+13D%2CSC+13D%2FA%2CDEFM14A%2CDEF+14A&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|premium_if_available|consideration_type,TRUE,PARTIAL_READY,"Open merger 8-K first, extract acquirer and consideration, then confirm proxy background section.",Candidate only. Outcome and prior process evidence require primary-source verification.
RHC-0021-ACQUIRED-CMTA,CMTA,Clementia Pharmaceuticals Inc.,2019,https://efts.sec.gov/LATEST/search-index?q=CMTA+%22Clementia+Pharmaceuticals+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,https://efts.sec.gov/LATEST/search-index?q=CMTA+%22Clementia+Pharmaceuticals+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22premium%22&forms=DEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,TRUE,https://efts.sec.gov/LATEST/search-index?q=CMTA+%22Clementia+Pharmaceuticals+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22prior+outreach%22+OR+%22competing+bids%22+OR+%22Item+4%22+OR+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-Q%2C10-K%2CSC+13D%2CSC+13D%2FA%2CDEFM14A%2CDEF+14A&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|premium_if_available|consideration_type,TRUE,NEEDS_MANUAL_RESEARCH,"Check EDGAR manually for tender-offer, 6-K, proxy, or foreign-issuer transaction filings before extracting fields.",Foreign issuer or circular/6-K path may not have a standard DEFM14A background section.
RHC-0022-ACQUIRED-LOXO,LOXO,"Loxo Oncology, Inc.",2019,https://efts.sec.gov/LATEST/search-index?q=LOXO+%22Loxo+Oncology%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,https://efts.sec.gov/LATEST/search-index?q=LOXO+%22Loxo+Oncology%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22premium%22&forms=DEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,TRUE,https://efts.sec.gov/LATEST/search-index?q=LOXO+%22Loxo+Oncology%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22prior+outreach%22+OR+%22competing+bids%22+OR+%22Item+4%22+OR+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-Q%2C10-K%2CSC+13D%2CSC+13D%2FA%2CDEFM14A%2CDEF+14A&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|premium_if_available|consideration_type,TRUE,PARTIAL_READY,"Open merger 8-K first, extract acquirer and consideration, then confirm proxy background section.",Candidate only. Outcome and prior process evidence require primary-source verification.
RHC-0023-ACQUIRED-NITE,NITE,Nightstar Therapeutics plc,2019,https://efts.sec.gov/LATEST/search-index?q=NITE+%22Nightstar+Therapeutics+plc%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,https://efts.sec.gov/LATEST/search-index?q=NITE+%22Nightstar+Therapeutics+plc%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22premium%22&forms=DEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,TRUE,https://efts.sec.gov/LATEST/search-index?q=NITE+%22Nightstar+Therapeutics+plc%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22prior+outreach%22+OR+%22competing+bids%22+OR+%22Item+4%22+OR+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-Q%2C10-K%2CSC+13D%2CSC+13D%2FA%2CDEFM14A%2CDEF+14A&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|premium_if_available|consideration_type,TRUE,NEEDS_MANUAL_RESEARCH,"Check EDGAR manually for tender-offer, 6-K, proxy, or foreign-issuer transaction filings before extracting fields.",Foreign issuer or circular/6-K path may not have a standard DEFM14A background section.
RHC-0024-ACQUIRED-ONCE,ONCE,"Spark Therapeutics, Inc.",2019,https://efts.sec.gov/LATEST/search-index?q=ONCE+%22Spark+Therapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,https://efts.sec.gov/LATEST/search-index?q=ONCE+%22Spark+Therapeutics%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22premium%22&forms=DEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,TRUE,https://efts.sec.gov/LATEST/search-index?q=ONCE+%22Spark+Therapeutics%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22prior+outreach%22+OR+%22competing+bids%22+OR+%22Item+4%22+OR+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-Q%2C10-K%2CSC+13D%2CSC+13D%2FA%2CDEFM14A%2CDEF+14A&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|premium_if_available|consideration_type,TRUE,PARTIAL_READY,"Open merger 8-K first, extract acquirer and consideration, then confirm proxy background section.",Candidate only. Outcome and prior process evidence require primary-source verification.
RHC-0025-ACQUIRED-TSRO,TSRO,"TESARO, Inc.",2019,https://efts.sec.gov/LATEST/search-index?q=TSRO+%22TESARO%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,https://efts.sec.gov/LATEST/search-index?q=TSRO+%22TESARO%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22premium%22&forms=DEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,TRUE,https://efts.sec.gov/LATEST/search-index?q=TSRO+%22TESARO%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22prior+outreach%22+OR+%22competing+bids%22+OR+%22Item+4%22+OR+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-Q%2C10-K%2CSC+13D%2CSC+13D%2FA%2CDEFM14A%2CDEF+14A&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|premium_if_available|consideration_type,TRUE,PARTIAL_READY,"Open merger 8-K first, extract acquirer and consideration, then confirm proxy background section.",Candidate only. Outcome and prior process evidence require primary-source verification.
