case_id,ticker,company_name,announcement_date,filing_date,filing_type,accession_number,source_url,possible_signal_type,keyword_hits,excerpt_if_available,confidence,recommended_status
RHC-0077-ACQUIRED-LBPH,LBPH,"Longboard Pharmaceuticals, Inc.",2024-10-15,2024-01-02,8-K,0001193125-24-000675,https://www.sec.gov/Archives/edgar/data/1832168/000119312524000675/0001193125-24-000675-index.htm,sale_process,sale of the company,"securities of the Company, which is being made only by means of a written prospectus meeting the requirements of Section 10 of the Securities Act nor shall there be any sale of the Company’s securities in any state or jurisdiction in which such offer, solicitation or sale would be unlawful prior to registration or qualification under the securities laws of such jurisdiction. Corporate Update On November 2",LOW,POSSIBLE_HIT
RHC-0077-ACQUIRED-LBPH,LBPH,"Longboard Pharmaceuticals, Inc.",2024-10-15,2024-03-12,10-K,0000950170-24-029952,https://www.sec.gov/Archives/edgar/data/1832168/000095017024029952/0000950170-24-029952-index.htm,rofr_rofn,right of first negotiation,"eement to add an additional program, and in September 2022 we further amended the Arena License Agreement to expand the field of the license of LP659 and provide Arena a right of first negotiation to acquire certain development and commercial rights to LP659 products. Our Strategy Our goal is to develop therapies targeting well-characterized receptor pathways with optimized pharmacology and PK properties to trans",LOW,POSSIBLE_HIT
RHC-0079-ACQUIRED-MRTX,MRTX,"Mirati Therapeutics, Inc.",2023-10-10,2022-05-12,8-K,0001628280-22-014127,https://www.sec.gov/Archives/edgar/data/1576263/000162828022014127/0001628280-22-014127-index.htm,sale_process,sale of the company,", a person is treated as a Consultant under this Plan only if a Form S-8 Registration Statement under the Securities Act is available to register either the offer or the sale of the Company’s securities to such person. (q) “ Continuous Service ” means that the Participant’s service with the Company or an Affiliate, whether as an Employee, Director or Consultant, is not interrupted or terminated. A 24. chan",LOW,POSSIBLE_HIT
RHC-0106-ACQUIRED-SGEN,SGEN,Seagen Inc.,2023-03-13,2021-09-21,8-K,0001193125-21-277501,https://www.sec.gov/Archives/edgar/data/1060736/000119312521277501/0001193125-21-277501-index.htm,rofr_rofn,rofn,"9$ZA&]P7H:!HF[9I MF)91LG))]4@::A0R.6[3H;)=""$2WF)8L:.0'OA_UQTT&@T%!#X7-7""6*V*X( ME0RHQ01WTG9#C_M?IYH-2KJ15:U6B[HTK3I7 +ZT^J%I6@ONP$ MHD\58 A[.C!,V[ /,YT8@) 9WL6(6==/)0,)')ROFNH,%['4G4%J4OFP&! )(:!Y_ M0;0:9M6PS2\JR+SESCK4D^RD.-7YW&# >0%)0WHU4G@M#Z:;%5#@BP""7:6'4\@E(Z.RE.SR>9_=2, M];L,(A&_:@&J)>S6J[ ^)6[^*'#F2"":!+90O.O-C],+-ML8J5[8 M?P@K&KCC5Y!LH2ZH8F Z2NFG)>-CQ.,4I[HRY.>%>,2N!19!4 M^).15VQE4(]W",LOW,POSSIBLE_HIT
RHC-0106-ACQUIRED-SGEN,SGEN,Seagen Inc.,2023-03-13,2021-09-21,8-K,0001193125-21-278354,https://www.sec.gov/Archives/edgar/data/1060736/000119312521278354/0001193125-21-278354-index.htm,rofr_rofn,rofn,n Indemnitee(s) 12.1 RemeGen Continuing Technology Transfer 2.12(a) RemeGen Initial Technology Transfer 2.12(a) RemeGen Technology Transfer 2.12(a) Review Period 10.1(a) ROFN Notice 2.5 Royalty Floor 8.5(c)(v) Rules 15.5(a) Safety Auditing Party 5.5 Seagen Preamble Seagen [ * ] Technology Transfer 2.12(b)(ii) Seagen Existing CMO Agreements 11.3(f) Seagen Existing In-Licenses 11.3(e) Seagen I,LOW,POSSIBLE_HIT
RHC-0107-ACQUIRED-SNDX,SNDX,Syndax Pharmaceuticals,2023-12-15,2022-08-08,10-Q,0000950170-22-015523,https://www.sec.gov/Archives/edgar/data/1395937/000095017022015523/0000950170-22-015523-index.htm,sale_process,sale of the company,"ed Incyte to terminate the Incyte Agreement under circumstances under which the upfront payment of $ 117 million would be returned to Incyte and a cash settlement on the sale of the Company's common stock would be made to make the parties whole (the ""Letter Agreement""). In connection with the closing of this transaction in December 2021, the Company determined that the cash settlement feature of the Letter",LOW,POSSIBLE_HIT
RHC-0107-ACQUIRED-SNDX,SNDX,Syndax Pharmaceuticals,2023-12-15,2022-11-03,10-Q,0000950170-22-021848,https://www.sec.gov/Archives/edgar/data/1395937/000095017022021848/0000950170-22-021848-index.htm,sale_process,sale of the company,"Incyte to terminate the Incyte Agreements under circumstances under which the upfront payment of $ 117.0 million would be returned to Incyte and a cash settlement on the sale of the Company's common stock would be made to make the parties whole (the “Letter Agreement”). In connection with the closing of this transaction in December 2021, the Company determined that the cash settlement feature of the Letter",LOW,POSSIBLE_HIT
RHC-0103-ACQUIRED-STML,STML,Stemline Therapeutics,2020-05-04,2019-03-15,10-K,0001104659-19-015293,https://www.sec.gov/Archives/edgar/data/1264587/000110465919015293/0001104659-19-015293-index.htm,sale_process,sale of the company,"biotechnology company where he was a key member of a small team responsible for the acquisition and development of the company’s clinical stage assets and ultimately the sale of the company to Keryx Biopharmaceuticals, Inc. (Nasdaq: KERX). He received a BA in mathematics from the University of Pennsylvania, was elected to the Pi Mu Epsilon National Mathematics Honor Society, and was captain of the varsity",LOW,POSSIBLE_HIT
RHC-0103-ACQUIRED-STML,STML,Stemline Therapeutics,2020-05-04,2019-05-10,10-Q,0001104659-19-028623,https://www.sec.gov/Archives/edgar/data/1264587/000110465919028623/0001104659-19-028623-index.htm,sale_process,sale of the company,"ch 31, 2018, respectively. For awards with performance conditions, such as obtaining regulatory approval on a developed product, capital raises, a change in control or a sale of the company, no expense is recognized, and no measurement date can occur, until the occurrence of the event is probable. Awards Granted to Non-Employee Consultants The Company grants stock options, restricted stock, and unrestricte",LOW,POSSIBLE_HIT
RHC-0103-ACQUIRED-STML,STML,Stemline Therapeutics,2020-05-04,2019-08-06,10-Q,0001104659-19-044314,https://www.sec.gov/Archives/edgar/data/1264587/000110465919044314/0001104659-19-044314-index.htm,sale_process,sale of the company,"19 and 2018, respectively. For awards with performance conditions, such as obtaining regulatory approval on a developed product, capital raises, a change in control or a sale of the company, no expense is recognized, and no measurement date can occur, until the occurrence of the event is probable. Awards Granted to Non-Employee Consultants The Company grants stock options, restricted stock, and unrestricte",LOW,POSSIBLE_HIT
RHC-0103-ACQUIRED-STML,STML,Stemline Therapeutics,2020-05-04,2019-11-12,10-Q,0001104659-19-062655,https://www.sec.gov/Archives/edgar/data/1264587/000110465919062655/0001104659-19-062655-index.htm,sale_process,sale of the company,"19 and 2018, respectively. For awards with performance conditions, such as obtaining regulatory approval on a developed product, capital raises, a change in control or a sale of the company, no expense is recognized, and no measurement date can occur, until the occurrence of the event is probable. Awards Granted to Non-Employee Consultants The Company grants stock options, restricted stock, and unrestricte",LOW,POSSIBLE_HIT
RHC-0103-ACQUIRED-STML,STML,Stemline Therapeutics,2020-05-04,2020-03-16,10-K,0001104659-20-034154,https://www.sec.gov/Archives/edgar/data/1264587/000110465920034154/0001104659-20-034154-index.htm,sale_process,sale of the company,"biotechnology company where he was a key member of a small team responsible for the acquisition and development of the company’s clinical stage assets and ultimately the sale of the company to Keryx Biopharmaceuticals, Inc. He received a BA in mathematics from the University of Pennsylvania, was elected to the Pi Mu Epsilon National Mathematics Honor Society, and was captain of the varsity wrestling team a",LOW,POSSIBLE_HIT
RHC-0132-ACQUIRED-TBIO,TBIO,Translate Bio,2021-08-03,2020-06-23,8-K,0001193125-20-175955,https://www.sec.gov/Archives/edgar/data/1693415/000119312520175955/0001193125-20-175955-index.htm,option_to_acquire,option to acquire,"ectious disease pathogens, with certain specified exceptions (the “Licensed Fields”). As a result, the license option in the Agreement, under which Sanofi Pasteur had an option to acquire licenses to additional pathogens from the Company, has been removed from the Agreement under the Amendment. Pursuant to the Amendment, Sanofi Pasteur agreed to concurrently enter into the Securities Purchase Agreement f",LOW,POSSIBLE_HIT
RHC-0140-ACQUIRED-VSTM,VSTM,Verastem Oncology,2024-01-08,2022-11-07,8-K,0001104659-22-115103,https://www.sec.gov/Archives/edgar/data/1526119/000110465922115103/0001104659-22-115103-index.htm,rofr_rofn,right of first refusal,"and the Shares being exchanged by it pursuant to this Agreement are not subject to, any agreement, understanding or other arrangement (i) granting any option, warrant or right of first refusal with respect to such Shares to any person, (ii) restricting its right to surrender and exchange such Shares as contemplated by this Agreement, or (iii) restricting any other of its rights with respect to such Shares. (d",LOW,POSSIBLE_HIT
RHC-0140-ACQUIRED-VSTM,VSTM,Verastem Oncology,2024-01-08,2023-06-21,8-K,0001104659-23-073116,https://www.sec.gov/Archives/edgar/data/1526119/000110465923073116/0001104659-23-073116-index.htm,sale_process,sale of the company,"securities of the Company, which is being made only by means of a written prospectus meeting the requirements of Section 10 of the Securities Act, nor shall there be any sale of the Company’s securities in any state or jurisdiction in which such offer, solicitation or sale would be unlawful prior to registration or qualification under the securities laws of such jurisdiction. Item 9.01. Financial Statement",LOW,POSSIBLE_HIT
