case_id,ticker,company_name,announcement_date,filing_date,filing_type,accession_number,source_url,possible_signal_type,keyword_hits,excerpt_if_available,confidence,recommended_status
RHC-0137-ACQUIRED-KPTI,KPTI,Karyopharm Therapeutics,,,,,,,,Announcement date missing; cannot lock pre-announcement cutoff.,LOW,DATE_OR_CIK_BLOCKED
RHC-0138-ACQUIRED-KROS,KROS,Keros Therapeutics,2024-12-03,,,,https://efts.sec.gov/LATEST/search-index?q=KROS+%22Keros+Therapeutics%22+%28%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22sale+process%22+OR+%22acquisition+proposal%22+OR+%22unsolicited+proposal%22+OR+%22competing+bid%22+OR+ROFR+OR+ROFN+OR+%22option+to+acquire%22+OR+activist+OR+%22Item+4%22%29&forms=10-K%2C10-Q%2C424B3%2C8-K%2CDEF+14A%2CDEFM14A%2CS-4%2CSC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2023-06-04&enddt=2024-12-03,,,EDGAR API disabled by --no-api. No target-form filings collected in the 18-month pre-announcement window.,LOW,NEEDS_MANUAL_REVIEW
RHC-0076-ACQUIRED-KRTX,KRTX,"Karuna Therapeutics, Inc.",2023-12-22,,,,https://efts.sec.gov/LATEST/search-index?q=KRTX+%22Karuna+Therapeutics%2C+Inc.%22+%28%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22sale+process%22+OR+%22acquisition+proposal%22+OR+%22unsolicited+proposal%22+OR+%22competing+bid%22+OR+ROFR+OR+ROFN+OR+%22option+to+acquire%22+OR+activist+OR+%22Item+4%22%29&forms=10-K%2C10-Q%2C424B3%2C8-K%2CDEF+14A%2CDEFM14A%2CS-4%2CSC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2022-06-22&enddt=2023-12-22,,,EDGAR API disabled by --no-api. No target-form filings collected in the 18-month pre-announcement window.,LOW,NEEDS_MANUAL_REVIEW
RHC-0077-ACQUIRED-LBPH,LBPH,"Longboard Pharmaceuticals, Inc.",2024-10-15,,,,https://efts.sec.gov/LATEST/search-index?q=LBPH+%22Longboard+Pharmaceuticals%2C+Inc.%22+%28%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22sale+process%22+OR+%22acquisition+proposal%22+OR+%22unsolicited+proposal%22+OR+%22competing+bid%22+OR+ROFR+OR+ROFN+OR+%22option+to+acquire%22+OR+activist+OR+%22Item+4%22%29&forms=10-K%2C10-Q%2C424B3%2C8-K%2CDEF+14A%2CDEFM14A%2CS-4%2CSC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2023-04-16&enddt=2024-10-15,,,EDGAR API disabled by --no-api. No target-form filings collected in the 18-month pre-announcement window.,LOW,NEEDS_MANUAL_REVIEW
RHC-0131-ACQUIRED-LMNX,LMNX,Luminex Corporation,,,,,,,,Announcement date missing; cannot lock pre-announcement cutoff.,LOW,DATE_OR_CIK_BLOCKED
RHC-0109-ACQUIRED-MOR,MOR,MorphoSys AG,,,,,,,,Announcement date missing; cannot lock pre-announcement cutoff.,LOW,DATE_OR_CIK_BLOCKED
RHC-0078-ACQUIRED-MORF,MORF,"Morphic Holding, Inc.",2024-07-08,,,,https://efts.sec.gov/LATEST/search-index?q=MORF+%22Morphic+Holding%2C+Inc.%22+%28%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22sale+process%22+OR+%22acquisition+proposal%22+OR+%22unsolicited+proposal%22+OR+%22competing+bid%22+OR+ROFR+OR+ROFN+OR+%22option+to+acquire%22+OR+activist+OR+%22Item+4%22%29&forms=10-K%2C10-Q%2C424B3%2C8-K%2CDEF+14A%2CDEFM14A%2CS-4%2CSC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2023-01-07&enddt=2024-07-08,,,EDGAR API disabled by --no-api. No target-form filings collected in the 18-month pre-announcement window.,LOW,NEEDS_MANUAL_REVIEW
RHC-0079-ACQUIRED-MRTX,MRTX,"Mirati Therapeutics, Inc.",2023-10-10,,,,https://efts.sec.gov/LATEST/search-index?q=MRTX+%22Mirati+Therapeutics%2C+Inc.%22+%28%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22sale+process%22+OR+%22acquisition+proposal%22+OR+%22unsolicited+proposal%22+OR+%22competing+bid%22+OR+ROFR+OR+ROFN+OR+%22option+to+acquire%22+OR+activist+OR+%22Item+4%22%29&forms=10-K%2C10-Q%2C424B3%2C8-K%2CDEF+14A%2CDEFM14A%2CS-4%2CSC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2022-04-10&enddt=2023-10-10,,,EDGAR API disabled by --no-api. No target-form filings collected in the 18-month pre-announcement window.,LOW,NEEDS_MANUAL_REVIEW
RHC-0106-ACQUIRED-SGEN,SGEN,Seagen Inc.,2023-03-13,,,,https://efts.sec.gov/LATEST/search-index?q=SGEN+%22Seagen+Inc.%22+%28%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22sale+process%22+OR+%22acquisition+proposal%22+OR+%22unsolicited+proposal%22+OR+%22competing+bid%22+OR+ROFR+OR+ROFN+OR+%22option+to+acquire%22+OR+activist+OR+%22Item+4%22%29&forms=10-K%2C10-Q%2C424B3%2C8-K%2CDEF+14A%2CDEFM14A%2CS-4%2CSC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2021-09-11&enddt=2023-03-13,,,EDGAR API disabled by --no-api. No target-form filings collected in the 18-month pre-announcement window.,LOW,NEEDS_MANUAL_REVIEW
RHC-0107-ACQUIRED-SNDX,SNDX,Syndax Pharmaceuticals,2023-12-15,,,,https://efts.sec.gov/LATEST/search-index?q=SNDX+%22Syndax+Pharmaceuticals%22+%28%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22sale+process%22+OR+%22acquisition+proposal%22+OR+%22unsolicited+proposal%22+OR+%22competing+bid%22+OR+ROFR+OR+ROFN+OR+%22option+to+acquire%22+OR+activist+OR+%22Item+4%22%29&forms=10-K%2C10-Q%2C424B3%2C8-K%2CDEF+14A%2CDEFM14A%2CS-4%2CSC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2022-06-15&enddt=2023-12-15,,,EDGAR API disabled by --no-api. No target-form filings collected in the 18-month pre-announcement window.,LOW,NEEDS_MANUAL_REVIEW
RHC-0103-ACQUIRED-STML,STML,Stemline Therapeutics,2020-05-04,,,,https://efts.sec.gov/LATEST/search-index?q=STML+%22Stemline+Therapeutics%22+%28%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22sale+process%22+OR+%22acquisition+proposal%22+OR+%22unsolicited+proposal%22+OR+%22competing+bid%22+OR+ROFR+OR+ROFN+OR+%22option+to+acquire%22+OR+activist+OR+%22Item+4%22%29&forms=10-K%2C10-Q%2C424B3%2C8-K%2CDEF+14A%2CDEFM14A%2CS-4%2CSC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-11-03&enddt=2020-05-04,,,EDGAR API disabled by --no-api. No target-form filings collected in the 18-month pre-announcement window.,LOW,NEEDS_MANUAL_REVIEW
RHC-0136-ACQUIRED-SYNH,SYNH,"Syneos Health, Inc.",,,,,,,,Announcement date missing; cannot lock pre-announcement cutoff.,LOW,DATE_OR_CIK_BLOCKED
RHC-0132-ACQUIRED-TBIO,TBIO,Translate Bio,2021-08-03,,,,https://efts.sec.gov/LATEST/search-index?q=TBIO+%22Translate+Bio%22+%28%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22sale+process%22+OR+%22acquisition+proposal%22+OR+%22unsolicited+proposal%22+OR+%22competing+bid%22+OR+ROFR+OR+ROFN+OR+%22option+to+acquire%22+OR+activist+OR+%22Item+4%22%29&forms=10-K%2C10-Q%2C424B3%2C8-K%2CDEF+14A%2CDEFM14A%2CS-4%2CSC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2020-02-02&enddt=2021-08-03,,,EDGAR API disabled by --no-api. No target-form filings collected in the 18-month pre-announcement window.,LOW,NEEDS_MANUAL_REVIEW
RHC-0139-ACQUIRED-TGTX,TGTX,TG Therapeutics,,,,,,,,Announcement date missing; cannot lock pre-announcement cutoff.,LOW,DATE_OR_CIK_BLOCKED
RHC-0108-ACQUIRED-VECT,VECT,VectivBio Holding,,,,,,,,Announcement date missing; cannot lock pre-announcement cutoff.,LOW,DATE_OR_CIK_BLOCKED
RHC-0140-ACQUIRED-VSTM,VSTM,Verastem Oncology,2024-01-08,,,,https://efts.sec.gov/LATEST/search-index?q=VSTM+%22Verastem+Oncology%22+%28%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22sale+process%22+OR+%22acquisition+proposal%22+OR+%22unsolicited+proposal%22+OR+%22competing+bid%22+OR+ROFR+OR+ROFN+OR+%22option+to+acquire%22+OR+activist+OR+%22Item+4%22%29&forms=10-K%2C10-Q%2C424B3%2C8-K%2CDEF+14A%2CDEFM14A%2CS-4%2CSC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2022-07-09&enddt=2024-01-08,,,EDGAR API disabled by --no-api. No target-form filings collected in the 18-month pre-announcement window.,LOW,NEEDS_MANUAL_REVIEW
