candidate_id,ticker,company_name,likely_outcome_type,likely_outcome_year,outcome_source_hint,outcome_edgar_query,prior_process_signal_query,prior_13d_query,prior_rofr_exhibit_query,proxy_or_s4_query,verification_status,priority,reason_for_inclusion,notes
RHC-0109-ACQUIRED-MOR,MOR,MorphoSys AG,ACQUIRED,2024,https://efts.sec.gov/LATEST/search-index?q=MOR+%22MorphoSys+AG%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2024-01-01&enddt=2024-12-31,,,,,,CANDIDATE,HIGH,Batch selector candidate,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0078-ACQUIRED-MORF,MORF,"Morphic Holding, Inc.",ACQUIRED,2024,https://efts.sec.gov/LATEST/search-index?q=MORF+%22Morphic+Holding%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2024-01-01&enddt=2024-12-31,,,,,,CANDIDATE,HIGH,Batch selector candidate,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0079-ACQUIRED-MRTX,MRTX,"Mirati Therapeutics, Inc.",ACQUIRED,2024,https://efts.sec.gov/LATEST/search-index?q=MRTX+%22Mirati+Therapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2024-01-01&enddt=2024-12-31,,,,,,CANDIDATE,HIGH,Batch selector candidate,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0106-ACQUIRED-SGEN,SGEN,Seagen Inc.,ACQUIRED,2023,https://efts.sec.gov/LATEST/search-index?q=SGEN+%22Seagen+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2023-01-01&enddt=2023-12-31,,,,,,CANDIDATE,HIGH,Batch selector candidate,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0107-ACQUIRED-SNDX,SNDX,Syndax Pharmaceuticals,ACQUIRED,2023,https://efts.sec.gov/LATEST/search-index?q=SNDX+%22Syndax+Pharmaceuticals%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2023-01-01&enddt=2023-12-31,,,,,,CANDIDATE,HIGH,Batch selector candidate,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0103-ACQUIRED-STML,STML,Stemline Therapeutics,ACQUIRED,2021,https://efts.sec.gov/LATEST/search-index?q=STML+%22Stemline+Therapeutics%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2021-01-01&enddt=2021-12-31,,,,,,CANDIDATE,HIGH,Batch selector candidate,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0136-ACQUIRED-SYNH,SYNH,"Syneos Health, Inc.",ACQUIRED,2023,https://efts.sec.gov/LATEST/search-index?q=SYNH+%22Syneos+Health%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2023-01-01&enddt=2023-12-31,,,,,,CANDIDATE,HIGH,Batch selector candidate,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0132-ACQUIRED-TBIO,TBIO,Translate Bio,ACQUIRED,2021,https://efts.sec.gov/LATEST/search-index?q=TBIO+%22Translate+Bio%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2021-01-01&enddt=2021-12-31,,,,,,CANDIDATE,HIGH,Batch selector candidate,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0139-ACQUIRED-TGTX,TGTX,TG Therapeutics,ACQUIRED,2024,https://efts.sec.gov/LATEST/search-index?q=TGTX+%22TG+Therapeutics%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2024-01-01&enddt=2024-12-31,,,,,,CANDIDATE,HIGH,Batch selector candidate,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0108-ACQUIRED-VECT,VECT,VectivBio Holding,ACQUIRED,2023,https://efts.sec.gov/LATEST/search-index?q=VECT+%22VectivBio+Holding%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2023-01-01&enddt=2023-12-31,,,,,,CANDIDATE,HIGH,Batch selector candidate,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0140-ACQUIRED-VSTM,VSTM,Verastem Oncology,ACQUIRED,2024,https://efts.sec.gov/LATEST/search-index?q=VSTM+%22Verastem+Oncology%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2024-01-01&enddt=2024-12-31,,,,,,CANDIDATE,HIGH,Batch selector candidate,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
