candidate_id,ticker,company_name,likely_outcome_type,likely_outcome_year,outcome_source_hint,outcome_edgar_query,prior_process_signal_query,prior_13d_query,prior_rofr_exhibit_query,proxy_or_s4_query,verification_status,priority,reason_for_inclusion,notes
RHC-0045-ACQUIRED-XLRN,XLRN,Acceleron Pharma Inc.,ACQUIRED,2021,Merck acquisition; verify with merger 8-K and tender offer filings.,https://efts.sec.gov/LATEST/search-index?q=XLRN+%22Acceleron+Pharma+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2021-01-01&enddt=2021-12-31,https://efts.sec.gov/LATEST/search-index?q=XLRN+%22Acceleron+Pharma+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31,https://efts.sec.gov/LATEST/search-index?q=XLRN+%22Acceleron+Pharma+Inc.%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31,https://efts.sec.gov/LATEST/search-index?q=XLRN+%22Acceleron+Pharma+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31,https://efts.sec.gov/LATEST/search-index?q=XLRN+%22Acceleron+Pharma+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22S-4%22&forms=DEFM14A%2CDEF+14A%2CS-4%2C424B3&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31,CANDIDATE,HIGH,Likely resolved historical ACQUIRED outcome; mine backward for pre-outcome process signals.,Candidate only. Outcome and prior process evidence require primary-source verification.
RHC-0046-ACQUIRED-ATRS,ATRS,Antares Pharma,ACQUIRED,2022,EDGAR 8-K Halozyme deal Apr 2022; ~$960M; auto-injector specialty pharma,https://efts.sec.gov/LATEST/search-index?q=ATRS+%22Antares+Pharma%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2022-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=ATRS+%22Antares+Pharma%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=ATRS+%22Antares+Pharma%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=ATRS+%22Antares+Pharma%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=ATRS+%22Antares+Pharma%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22S-4%22&forms=DEFM14A%2CDEF+14A%2CS-4%2C424B3&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,CANDIDATE,HIGH,Likely resolved historical ACQUIRED outcome; mine backward for pre-outcome process signals.,Specialty pharma adjacent to biotech. Include as reference.
RHC-0047-ACQUIRED-AVEO,AVEO,AVEO Oncology,ACQUIRED,2022,EDGAR 8-K LG Chem acquisition 2022; ~$640M; tivozanib renal cell carcinoma,https://efts.sec.gov/LATEST/search-index?q=AVEO+%22AVEO+Oncology%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2022-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=AVEO+%22AVEO+Oncology%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=AVEO+%22AVEO+Oncology%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=AVEO+%22AVEO+Oncology%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=AVEO+%22AVEO+Oncology%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22S-4%22&forms=DEFM14A%2CDEF+14A%2CS-4%2C424B3&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,CANDIDATE,HIGH,Likely resolved historical ACQUIRED outcome; mine backward for pre-outcome process signals.,Korean pharma as acquirer — unusual. Confirm LG Chem deal value and date. Good small-cap oncology deal.
RHC-0048-ACQUIRED-BHVN,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,ACQUIRED,2022,Pfizer acquisition of Biohaven operating company; verify with 8-K/6-K and proxy filings.,https://efts.sec.gov/LATEST/search-index?q=BHVN+%22Biohaven+Pharmaceutical+Holding+Company+Ltd.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2022-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=BHVN+%22Biohaven+Pharmaceutical+Holding+Company+Ltd.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=BHVN+%22Biohaven+Pharmaceutical+Holding+Company+Ltd.%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=BHVN+%22Biohaven+Pharmaceutical+Holding+Company+Ltd.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=BHVN+%22Biohaven+Pharmaceutical+Holding+Company+Ltd.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22S-4%22&forms=DEFM14A%2CDEF+14A%2CS-4%2C424B3&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,CANDIDATE,HIGH,Likely resolved historical ACQUIRED outcome; mine backward for pre-outcome process signals.,Candidate only. Outcome and prior process evidence require primary-source verification.
RHC-0049-ACQUIRED-CCXI,CCXI,"ChemoCentryx, Inc.",ACQUIRED,2022,Amgen acquisition; verify with merger 8-K and proxy.,https://efts.sec.gov/LATEST/search-index?q=CCXI+%22ChemoCentryx%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2022-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=CCXI+%22ChemoCentryx%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=CCXI+%22ChemoCentryx%2C+Inc.%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=CCXI+%22ChemoCentryx%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=CCXI+%22ChemoCentryx%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22S-4%22&forms=DEFM14A%2CDEF+14A%2CS-4%2C424B3&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,CANDIDATE,HIGH,Likely resolved historical ACQUIRED outcome; mine backward for pre-outcome process signals.,Candidate only. Outcome and prior process evidence require primary-source verification.
RHC-0050-ACQUIRED-CMPI,CMPI,Checkmate Pharmaceuticals,ACQUIRED,2022,EDGAR 8-K Pfizer deal Jan 2022; ~$2.1B; vidutolimod CpG-A TLR9,https://efts.sec.gov/LATEST/search-index?q=CMPI+%22Checkmate+Pharmaceuticals%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2022-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=CMPI+%22Checkmate+Pharmaceuticals%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=CMPI+%22Checkmate+Pharmaceuticals%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=CMPI+%22Checkmate+Pharmaceuticals%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=CMPI+%22Checkmate+Pharmaceuticals%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22S-4%22&forms=DEFM14A%2CDEF+14A%2CS-4%2C424B3&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,CANDIDATE,HIGH,Likely resolved historical ACQUIRED outcome; mine backward for pre-outcome process signals.,Small immuno-oncology. Check for any prior SA or activist signal.
RHC-0051-ACQUIRED-EPZM,EPZM,Epizyme,ACQUIRED,2022,EDGAR 8-K Ipsen deal 2022; ~$247M; tazemetostat EZH2; company had announced strategic alternatives,https://efts.sec.gov/LATEST/search-index?q=EPZM+%22Epizyme%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2022-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=EPZM+%22Epizyme%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=EPZM+%22Epizyme%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=EPZM+%22Epizyme%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=EPZM+%22Epizyme%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22S-4%22&forms=DEFM14A%2CDEF+14A%2CS-4%2C424B3&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,CANDIDATE,HIGH,Likely resolved historical ACQUIRED outcome; mine backward for pre-outcome process signals.,SA_AFFIRM then Ipsen deal. Confirm SA 8-K date before deal. Good AFFIRM case.
RHC-0052-ACQUIRED-FMTX,FMTX,"Forma Therapeutics Holdings, Inc.",ACQUIRED,2022,Novo Nordisk acquisition; verify with 8-K merger agreement.,https://efts.sec.gov/LATEST/search-index?q=FMTX+%22Forma+Therapeutics+Holdings%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2022-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=FMTX+%22Forma+Therapeutics+Holdings%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=FMTX+%22Forma+Therapeutics+Holdings%2C+Inc.%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=FMTX+%22Forma+Therapeutics+Holdings%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=FMTX+%22Forma+Therapeutics+Holdings%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22S-4%22&forms=DEFM14A%2CDEF+14A%2CS-4%2C424B3&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,CANDIDATE,HIGH,Likely resolved historical ACQUIRED outcome; mine backward for pre-outcome process signals.,Candidate only. Outcome and prior process evidence require primary-source verification.
RHC-0053-ACQUIRED-GBT,GBT,"Global Blood Therapeutics, Inc.",ACQUIRED,2022,Pfizer acquisition; verify with 8-K merger agreement and proxy.,https://efts.sec.gov/LATEST/search-index?q=GBT+%22Global+Blood+Therapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2022-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=GBT+%22Global+Blood+Therapeutics%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=GBT+%22Global+Blood+Therapeutics%2C+Inc.%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=GBT+%22Global+Blood+Therapeutics%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=GBT+%22Global+Blood+Therapeutics%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22S-4%22&forms=DEFM14A%2CDEF+14A%2CS-4%2C424B3&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,CANDIDATE,HIGH,Likely resolved historical ACQUIRED outcome; mine backward for pre-outcome process signals.,Candidate only. Outcome and prior process evidence require primary-source verification.
RHC-0054-ACQUIRED-IMGO,IMGO,Imago BioSciences,ACQUIRED,2022,EDGAR 8-K Merck deal Dec 2022; $1.35B; $36/share; bemarituzumab? No — bonemarrow. Imetelstat? No — imageotumab? Check,https://efts.sec.gov/LATEST/search-index?q=IMGO+%22Imago+BioSciences%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2022-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=IMGO+%22Imago+BioSciences%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=IMGO+%22Imago+BioSciences%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=IMGO+%22Imago+BioSciences%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=IMGO+%22Imago+BioSciences%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22S-4%22&forms=DEFM14A%2CDEF+14A%2CS-4%2C424B3&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,CANDIDATE,HIGH,Likely resolved historical ACQUIRED outcome; mine backward for pre-outcome process signals.,SCORE_ONLY → deal. No prior SA. Find Merck 8-K on EDGAR. Verify exact drug name and deal structure.
RHC-0055-ACQUIRED-OYST,OYST,Oyster Point Pharma,ACQUIRED,2022,EDGAR 8-K Viatris deal 2022; ~$475M; OC-01 varenicline dry eye,https://efts.sec.gov/LATEST/search-index?q=OYST+%22Oyster+Point+Pharma%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2022-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=OYST+%22Oyster+Point+Pharma%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=OYST+%22Oyster+Point+Pharma%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=OYST+%22Oyster+Point+Pharma%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=OYST+%22Oyster+Point+Pharma%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22S-4%22&forms=DEFM14A%2CDEF+14A%2CS-4%2C424B3&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,CANDIDATE,HIGH,Likely resolved historical ACQUIRED outcome; mine backward for pre-outcome process signals.,Confirm Viatris as acquirer and deal value.
RHC-0056-ACQUIRED-SRRA,SRRA,Sierra Oncology,ACQUIRED,2022,EDGAR 8-K GSK deal announcement Apr 2022; ~$1.9B; momelotinib MF,https://efts.sec.gov/LATEST/search-index?q=SRRA+%22Sierra+Oncology%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2022-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=SRRA+%22Sierra+Oncology%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=SRRA+%22Sierra+Oncology%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=SRRA+%22Sierra+Oncology%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=SRRA+%22Sierra+Oncology%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22S-4%22&forms=DEFM14A%2CDEF+14A%2CS-4%2C424B3&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,CANDIDATE,HIGH,Likely resolved historical ACQUIRED outcome; mine backward for pre-outcome process signals.,Find first process signal (SA or banker) before deal. Already in seed.
RHC-0057-ACQUIRED-TPTX,TPTX,"Turning Point Therapeutics, Inc.",ACQUIRED,2022,Bristol Myers Squibb acquisition; verify with 8-K merger agreement.,https://efts.sec.gov/LATEST/search-index?q=TPTX+%22Turning+Point+Therapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2022-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=TPTX+%22Turning+Point+Therapeutics%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=TPTX+%22Turning+Point+Therapeutics%2C+Inc.%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=TPTX+%22Turning+Point+Therapeutics%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,https://efts.sec.gov/LATEST/search-index?q=TPTX+%22Turning+Point+Therapeutics%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22S-4%22&forms=DEFM14A%2CDEF+14A%2CS-4%2C424B3&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,CANDIDATE,HIGH,Likely resolved historical ACQUIRED outcome; mine backward for pre-outcome process signals.,Candidate only. Outcome and prior process evidence require primary-source verification.
RHC-0058-ACQUIRED-BLU,BLU,BELLUS Health Inc.,ACQUIRED,2023,GSK acquisition; verify with 8-K/6-K transaction filings and circular.,https://efts.sec.gov/LATEST/search-index?q=BLU+%22BELLUS+Health+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2023-01-01&enddt=2023-12-31,https://efts.sec.gov/LATEST/search-index?q=BLU+%22BELLUS+Health+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2020-01-01&enddt=2023-12-31,https://efts.sec.gov/LATEST/search-index?q=BLU+%22BELLUS+Health+Inc.%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2020-01-01&enddt=2023-12-31,https://efts.sec.gov/LATEST/search-index?q=BLU+%22BELLUS+Health+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2020-01-01&enddt=2023-12-31,https://efts.sec.gov/LATEST/search-index?q=BLU+%22BELLUS+Health+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22S-4%22&forms=DEFM14A%2CDEF+14A%2CS-4%2C424B3&dateRange=custom&startdt=2020-01-01&enddt=2023-12-31,CANDIDATE,HIGH,Likely resolved historical ACQUIRED outcome; mine backward for pre-outcome process signals.,Candidate only. Outcome and prior process evidence require primary-source verification.
RHC-0059-ACQUIRED-CINC,CINC,"CinCor Pharma, Inc.",ACQUIRED,2023,AstraZeneca acquisition; verify with 8-K merger agreement and tender offer filings.,https://efts.sec.gov/LATEST/search-index?q=CINC+%22CinCor+Pharma%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2023-01-01&enddt=2023-12-31,https://efts.sec.gov/LATEST/search-index?q=CINC+%22CinCor+Pharma%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2020-01-01&enddt=2023-12-31,https://efts.sec.gov/LATEST/search-index?q=CINC+%22CinCor+Pharma%2C+Inc.%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2020-01-01&enddt=2023-12-31,https://efts.sec.gov/LATEST/search-index?q=CINC+%22CinCor+Pharma%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2020-01-01&enddt=2023-12-31,https://efts.sec.gov/LATEST/search-index?q=CINC+%22CinCor+Pharma%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22+OR+%22S-4%22&forms=DEFM14A%2CDEF+14A%2CS-4%2C424B3&dateRange=custom&startdt=2020-01-01&enddt=2023-12-31,CANDIDATE,HIGH,Likely resolved historical ACQUIRED outcome; mine backward for pre-outcome process signals.,Candidate only. Outcome and prior process evidence require primary-source verification.
